-8.08365,-7.48243,-2.22696,-6.27793,-2.93976,-4.50529,1.82345,-1.99704,-3.21827,3.04725,-6.21421,5.94687,6.38292,5.17249,0.958927,4.78796,-2.23216,0.324992,-7.53059,-1.33516,2.9613,-5.88174,-0.574082,1.41426,-4.02957,-1.02069,0.197852,-4.02151,-5.18769,-4.67699,5.13916,5.4911,-1.49093,-8.18455,2.0601,0.098666,0.870903,-6.72894,-3.22467,0.58531,-4.12247,5.76541
-7.08624,5.75412,-2.6181,6.93024,-2.63311,-3.32264,6.28312,-6.34562,-2.41099,-1.20051,5.63735,-7.81692,-3.03528,5.57057,-0.724723,7.48323,6.22105,4.93225,-1.99539,8.23289,7.02472,-6.22757,-1.50355,3.40504,-7.50929,1.64961,8.37119,2.27043,-2.58403,-2.65691,-7.22084,-4.10508,-5.95675,2.80639,-3.19202,7.1817,-1.82082,2.07297,5.00738,5.53114,3.46613,-0.319132
3.17566,0.629505,-1.81741,-5.97415,7.2519,7.51308,5.29677,4.0983,2.67181,0.705496,-7.73336,0.809076,-8.13651,6.58422,1.9932,-1.62453,2.42985,2.57476,6.49101,4.87029,4.80011,0.451155,2.24686,6.40281,6.93262,0.481552,-4.96679,-3.06952,-1.87252,8.23307,6.73937,4.01578,3.01996,-3.14893,-2.21628,-6.17215,1.80611,2.62298,3.67855,7.7225,3.77273,-1.36061
-6.31407,0.192908,-3.63418,3.36983,-7.0113,7.64248,-2.06387,2.94074,-6.67535,-0.1948,-7.01679,4.03702,-7.21979,-1.16449,-5.18482,-3.56533,1.92611,4.32426,-0.247841,-7.11139,4.34953,4.94787,0.436567,2.45359,2.94647,0.853206,-7.07117,-5.55544,-3.72628,-0.155675,-5.60146,-3.38337,-3.71615,-4.57116,3.22883,-1.89987,-2.25181,1.79543,8.33915,6.67772,-5.31165,3.77481
-4.17582,-1.47731,-4.91119,0.241554,2.7232,4.97393,3.59108,-2.73589,-6.22508,0.337016,-6.69018,0.592644,-7.39742,-5.39466,-1.32911,-1.27015,1.36189,-6.67876,-3.96469,4.63597,-3.95901,-1.08918,1.93722,2.26859,3.0857,4.07486,1.16468,-2.41294,0.64568,3.29102,-3.49367,0.568711,-5.23402,5.49025,-3.03565,-6.18918,1.83212,-6.02469,6.25772,-5.71896,-0.41966,-1.36311
5.37953,-0.480514,2.0206,0.949828,-7.72054,-7.31428,-0.966917,6.03287,-4.31309,3.43647,5.04163,-4.29636,4.16904,-6.23961,-4.0032,-2.66057,-3.09967,5.21674,-5.0249,-8.54094,6.0817,6.93024,4.43217,-3.78896,-0.268167,-5.54745,-8.13365,-0.376873,-6.81854,-1.44789,-0.288492,1.19172,4.55931,1.98685,1.25568,-6.63878,4.6013,7.33302,-0.586901,-3.53609,6.09006,-4.07755
-3.52571,-8.42118,6.3115,-2.84582,2.97229,-6.9162,5.22547,6.84674,-1.57869,-6.33738,-0.799798,-7.67555,2.17697,2.64391,-0.935362,1.65902,1.34767,-4.26225,-2.4246,5.90518,-4.20695,-6.70666,0.910459,-0.129123,-7.93478,-6.27921,-3.36652,-4.52977,5.60384,6.1616,-6.05319,-1.78012,1.49409,-0.545579,-0.96057,6.43938,1.1117,5.46461,3.34657,7.7286,2.94933,3.84194
6.39012,-0.950805,-6.52544,3.27852,-1.23975,-5.77285,-2.68859,2.93652,4.42375,4.89154,3.65834,-7.02246,6.7622,-8.63213,-6.8883,1.87497,-1.43135,-8.35612,7.62154,7.05737,0.722216,-5.41224,-2.93438,-3.56758,7.8663,-5.8356,-5.13758,0.806516,3.40351,-6.30027,1.42806,2.75903,3.12287,4.25645,-0.707328,-5.46498,-2.23814,4.18717,-1.30415,4.52721,7.8287,3.92642
-1.10858,-5.01398,1.0838,3.96048,7.87862,-8.68126,3.89572,1.02057,-6.56884,2.78771,-1.89077,5.50825,5.61635,0.189489,-6.64739,1.47987,6.4434,7.93697,0.0520345,-0.327311,6.65307,1.96006,-5.03388,1.15278,-7.98648,1.05585,4.39836,-0.0628376,-3.29383,-1.0119,5.13966,6.40129,-3.64925,-2.34562,4.22007,-1.71651,-5.75863,2.63347,-4.48131,3.10382,-6.64836,1.42134
0.796869,-0.330546,-4.32731,-4.24784,4.38871,3.42714,5.76132,-1.46565,3.51503,-2.20999,-7.03766,-0.503462,-5.39595,1.56624,3.5862,2.53038,-5.46974,-0.510361,6.35404,7.6758,7.5508,6.66124,7.352,5.52394,-3.65749,6.68431,5.85525,4.9881,-3.04864,0.0768153,3.34944,-6.50645,-5.54128,4.51524,7.04969,1.66433,5.18574,1.46901,-5.75747,-2.45067,-7.75418,-3.20417
2.47557,0.259011,-6.1442,-8.14194,-2.43632,2.03287,8.70659,6.93994,-1.00805,-2.96539,-6.05948,0.22428,3.05481,8.45964,-5.26283,-3.11127,-4.91247,0.706839,5.67684,6.85906,-0.681875,-1.91855,-2.11252,-4.38585,3.70223,0.529404,1.09296,2.30942,-1.18671,-4.77996,-1.89205,6.52165,-7.15424,1.79135,-7.63851,5.94284,-0.207923,6.06412,-2.0032,-3.67763,2.85888,0.0434892
0.892083,1.83163,-6.02676,-6.90075,-1.23285,-3.47951,2.3112,4.83227,-2.53447,2.3524,0.195959,3.55544,2.60216,-6.29887,-2.15427,-4.40391,7.26191,6.11087,-0.761529,-7.79891,-2.83441,-0.957523,7.10999,0.794732,-5.86111,3.72597,-1.34138,-3.88034,-4.06015,3.91836,-3.48372,-2.429,1.51711,-3.61415,2.55461,0.0274969,-2.24851,0.920286,-6.91717,8.50578,0.756462,8.70312
-2.5836,0.434797,7.52809,-1.34101,2.47423,5.09492,-5.03986,3.39387,1.3628,6.57377,1.81258,-6.19456,-5.2743,-3.82333,-2.53972,-3.11481,-4.76354,-2.05106,0.578966,5.17646,2.54857,0.0697958,4.20793,-0.162084,-2.63793,-1.09192,-3.1706,-0.352947,7.66438,0.551194,3.03772,-6.74432,-4.79394,-2.3806,-3.65743,-0.985229,3.28571,0.17771,-4.3101,1.67543,1.88601,-7.44471
3.36159,-2.12583,4.004,3.01269,3.58718,6.6751,5.14295,1.05524,6.83709,-4.46904,6.5377,7.62184,4.95062,3.55373,5.97983,0.972655,1.2436,1.49593,6.09653,5.5635,0.342998,2.51316,-4.67613,3.3727,-6.56243,-1.35524,-0.285806,-7.25825,-4.97187,4.83117,2.1315,-2.97729,2.21836,1.27625,6.41051,-1.63949,6.62425,7.97641,5.03168,-3.08472,-6.0413,-1.78743
2.83617,7.35706,2.83777,2.64971,-2.69371,-0.506882,-1.84842,-5.55275,-4.03836,-6.4268,-0.802728,-4.82275,-6.99444,-5.75606,3.26759,-7.74911,5.32282,0.495283,1.45918,-6.80877,-7.08612,5.60995,-6.93731,-6.30234,-3.04157,-3.77157,-5.37526,-0.273847,5.8146,3.5934,-5.52931,3.15411,-3.72146,-2.97833,-3.47865,3.5906,-7.59114,-7.31044,-1.79494,3.89132,-0.773369,-0.227699
1.86856,-1.26069,-0.459639,1.1363,-1.37379,1.49495,-4.63781,1.87668,2.37052,-7.38075,0.152806,5.29768,-2.12723,5.38264,-1.64614,-1.67812,4.6245,-0.466048,-4.95606,-6.27433,-6.74279,-2.7088,2.23014,6.5197,6.65844,-0.749565,1.35743,-6.34403,-4.91711,6.28769,3.86264,-2.36002,-2.4085,-7.49037,0.564562,-6.41233,3.10858,-6.6795,-4.27744,2.31089,5.4258,1.66048
-50.1584,2.02804,12.6679,-36.4115,-42.1165,-19.4612,-8.07414,-5.0307,1.61708,4.6939,-1.42917,-8.73947,-14.9226,5.40608,-68.3146,-19.1601
8.20975,7.98685,-4.38371,-8.43297,-4.98596,2.30491,-0.0505084,-1.76162,-2.61437,1.85562,1.85317,1.20868,-2.6104,-7.77285,-3.7969,-0.075472
1.09943,1.85135,5.64498,6.92993,-6.35697,3.10157,-2.98187,0.125889,6.03061,0.236427,0.0575886,-6.31932,5.334,-3.54421,0.904604,-1.05859
0.747547,-6.20627,-1.3885,8.28971,7.85311,-4.60173,-1.02442,5.83804,-5.24164,-6.38743,-7.20673,5.24128,7.26478,-3.9092,-1.06445,-2.61199
-5.93442,-6.9621,4.58165,-4.62303,1.28956,-0.0762656,6.09983,-5.24891,4.00913,7.34755,2.73931,-6.87866,-5.02758,-0.587878,2.15457,2.62725
-7.05798,-0.471175,3.4051,3.03986,0.821894,2.98962,0.227458,-0.547468,-6.51769,3.70882,6.78204,3.20081,5.34968,-3.26826,-2.02884,2.47002
-7.22291,6.567,3.16394,2.63927,-0.0730309,-2.61022,6.61833,4.29044,-2.4282,6.7246,-2.39451,-7.04785,-3.07702,-5.96237,3.43025,4.5974
-5.94296,5.93997,-5.41487,-0.783689,-3.72122,1.25794,5.71761,-4.54307,7.96164,3.04712,-0.312296,3.98844,3.67013,0.127171,-2.51164,0.483077
0.248329,7.33534,0.895444,0.593005,4.83727,-0.32255,-7.31587,-2.65606,-3.46797,3.84921,5.1081,-2.8612,6.3115,1.92752,-6.10667,7.91158
4.36534,0.599776,-2.76122,-4.79894,0.948911,5.98465,-4.50579,-6.24211,-0.343791,-4.31394,2.04801,5.73556,-5.03204,1.53634,8.58153,-6.44169
2.81322,0.578417,-6.17612,3.42134,-1.25263,-4.94659,4.36387,-4.49534,-1.40272,-2.4182,1.40699,1.90103,-1.4001,-7.30885,-1.3484,4.67004
7.83236,0.18656,-0.144139,6.19773,7.48597,-3.40852,1.62343,-7.30201,-1.68886,5.92062,-4.13443,4.35222,-4.99017,-1.55885,3.66231,-4.73272
4.40221,-1.14655,-4.83752,-3.95492,-3.4316,-5.31556,6.68291,-3.56581,0.58916,-1.04804,3.20807,1.92587,5.75881,1.96798,-3.78787,3.86618
-4.98389,-2.16703,7.3064,-2.27934,-6.83978,0.229652,5.53713,-2.96619,-1.60567,-2.56444,-6.08103,1.72097,7.339,6.07394,6.12778,3.12317
-6.16343,8.14243,-6.87799,1.86874,1.44758,1.6224,2.26609,-1.8724,0.275063,-7.7004,-1.16596,-7.6266,-3.57351,-3.04047,-3.84475,2.57512
8.85113,6.71301,3.0962,1.3122,-2.24887,2.62468,4.07444,0.583361,0.276833,-2.84191,-5.2472,5.87014,-0.032685,-3.12598,0.919612,2.39976
4.44743,7.5978,4.96112,-7.45283,1.39613,-4.89349,2.9646,-3.84744,-3.88766,-0.773494,-0.792169,7.37971,-2.74725,3.26941,-3.08887,-1.89261
-13.0657,2.86389,-4.40789,-4.49001,-0.0671104,1.18164,4.76488,-7.89663,-5.76712,-11.594,-2.89685,1.31333,4.89026,-23.6681,0.38615,2.6404
6.15402,-1.69472,-0.736991,6.6411,-4.70812,-2.6281,-5.12702,6.61491,7.24067,1.0567,5.79311,4.23625,6.33341,-1.38057,4.46428,-3.49171
2.02481,5.10736,7.42757,-4.00931,0.0537428,-7.365,-4.51054,-0.597705,4.41936,3.55312,-6.75665,0.967101,4.20121,-0.091342,-0.315041,-2.7257
-1.63924,5.31171,6.42094,5.46944,-4.58586,-5.34749,-0.324991,5.51729,2.90387,2.08268,-2.71404,4.18558,4.77075,-6.26792,4.00064,-1.17664
3.30958,-3.154,6.88757,-6.78191,6.64556,0.749566,-4.66161,1.69491,-7.22822,2.54942,2.85918,-5.99649,-7.65096,0.964354,4.19102,8.21812
7.08252,-7.0766,-1.98893,6.13705,-1.06946,-3.96792,-5.70718,1.77023,4.69085,4.48033,-3.3545,2.98853,4.12045,-4.79491,0.619739,-0.95703
5.16266,2.22282,0.672354,4.95843,-3.38191,-5.17816,-0.553026,2.50114,1.64364,-0.977845,2.3018,-2.28825,6.24943,-8.2078,2.32896,0.325846
-5.56191,-4.70043,6.00864,-2.60412,-0.48735,0.87091,-2.95544,6.65502,-6.20261,6.34849,0.0520952,5.98612,4.71459,4.94946,1.94931,5.9343
7.28626,-0.490585,8.5172,-14.011,2.97318,7.78008,6.44315

